X(GSM),Y(GSM),#,Pp(nPa),"Pp,norm(nPa)",Pt(nPa),"Pt,norm(nPa)",|Bx|(nT),|By|(nT),Bz(nT),isotropy,Pdyn(nPa),Dst,IMFBy,IMFBz,Kp
12.5000,16.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12.5000,17.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12.5000,18.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12.5000,19.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12.5000,20.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11.5000,-19.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11.5000,-18.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11.5000,-17.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11.5000,-16.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11.5000,-15.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11.5000,-14.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11.5000,-13.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11.5000,-12.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11.5000,-11.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11.5000,-10.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11.5000,-9.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11.5000,-8.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11.5000,-7.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11.5000,-6.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11.5000,-5.5000,23.0000,0.1130,0.0801,0.1237,0.0785,3.2234,3.5659,36.9935,1.0227,0.8780,-4.0000,2.4882,0.0000,1.0000
11.5000,-4.5000,62.0000,0.1200,0.1093,0.1368,0.1201,5.4291,1.3228,41.3728,1.0616,0.8750,-9.0000,-0.6727,-1.0000,1.0000
11.5000,-3.5000,103.0000,0.1087,0.2154,0.1246,0.2397,5.0656,1.1328,40.2145,1.0783,0.7040,-5.0000,-0.7290,-1.0000,1.0000
11.5000,-2.5000,273.0000,0.1239,0.4409,0.1383,0.4988,4.6426,1.0170,41.3229,1.0855,0.8330,-9.0000,-2.2327,-1.0000,1.0000
11.5000,-1.5000,752.0000,0.1169,0.5605,0.1401,0.6859,6.6336,0.7964,40.4907,1.0852,0.8960,-8.0000,0.3591,1.0000,1.0000
11.5000,-0.5000,621.0000,0.1270,1.5168,0.1427,1.7498,4.0474,0.8133,41.9344,1.0847,0.8330,-7.0000,-1.5554,1.0000,1.0000
11.5000,0.5000,639.0000,0.1263,1.1043,0.1376,1.1946,3.7737,1.0554,41.4940,1.0710,0.7860,-8.0000,-0.5680,-1.0000,1.0000
11.5000,1.5000,404.0000,0.1249,0.9501,0.1417,1.0497,4.6051,1.2482,41.2458,1.0816,0.8430,-8.0000,-1.2809,1.0000,1.0000
11.5000,2.5000,229.0000,0.1296,0.1736,0.1395,0.2020,3.3602,1.6466,35.0660,1.0600,0.6940,-13.0000,-0.9146,1.0000,1.0000
11.5000,3.5000,307.0000,0.0947,0.8580,0.1197,0.9295,3.9964,2.2713,37.4581,1.0623,0.7980,-10.0000,-0.6391,-1.0000,1.0000
11.5000,4.5000,114.0000,0.0825,0.1732,0.1062,0.1993,6.2404,2.7954,33.1713,1.0610,0.7700,-10.0000,-0.8236,-1.0000,1.0000
11.5000,5.5000,47.0000,0.0903,0.1263,0.1306,0.1774,7.3035,3.6706,32.2835,1.0565,1.0430,-9.0000,0.3791,-1.0000,1.0000
11.5000,6.5000,27.0000,0.0828,0.0490,0.1349,0.0718,7.2667,3.0121,29.7537,1.0697,0.9280,-7.0000,-0.2342,0.0000,1.0000
11.5000,7.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11.5000,8.5000,15.0000,0.0509,0.0000,0.0872,0.0000,2.0433,9.0044,23.8084,1.0957,0.0000,-11.0000,0.0000,0.0000,1.0000
11.5000,9.5000,23.0000,0.0508,0.0000,0.0883,0.0000,3.0762,9.1430,22.2474,1.1262,0.0000,-11.0000,0.0000,0.0000,1.0000
11.5000,10.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11.5000,11.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11.5000,12.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11.5000,13.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11.5000,14.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11.5000,15.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11.5000,16.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11.5000,17.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11.5000,18.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11.5000,19.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11.5000,20.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10.5000,-19.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10.5000,-18.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10.5000,-17.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10.5000,-16.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10.5000,-15.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10.5000,-14.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10.5000,-13.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10.5000,-12.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10.5000,-11.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10.5000,-10.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10.5000,-9.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10.5000,-8.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10.5000,-7.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10.5000,-6.5000,79.0000,0.1435,1.4047,0.1486,1.4022,3.5088,0.4888,36.0389,1.0809,0.6460,-8.0000,0.5545,1.0000,1.0000
10.5000,-5.5000,364.0000,0.1456,0.4948,0.1664,0.4885,4.3523,3.0273,38.1171,1.0492,0.8790,-14.0000,1.1350,1.0000,1.0000
10.5000,-4.5000,848.0000,0.1552,0.7647,0.1687,0.8389,5.5214,2.3442,43.6662,1.0820,0.8570,-14.0000,0.0536,-1.0000,1.0000
10.5000,-3.5000,944.0000,0.1424,0.7856,0.1562,0.8608,5.2004,2.0631,44.6119,1.0768,0.9880,-9.0000,-0.4800,-1.0000,1.0000
10.5000,-2.5000,1120.0000,0.1639,0.7587,0.1880,0.8317,6.5426,1.4569,48.5786,1.0717,1.0730,-8.0000,-0.8546,1.0000,1.0000
10.5000,-1.5000,1481.0000,0.1602,0.4947,0.1859,0.6041,6.1324,1.0718,47.4664,1.0683,0.9410,-8.0000,0.4310,1.0000,1.0000
10.5000,-0.5000,1412.0000,0.1653,0.7702,0.1901,0.8667,5.5144,0.8635,47.4840,1.0682,0.9910,-9.0000,-0.1891,-1.0000,1.0000
10.5000,0.5000,1649.0000,0.1704,0.6438,0.1984,0.7922,7.1796,1.0373,48.7435,1.0683,1.1030,-5.0000,-0.8691,1.0000,1.0000
10.5000,1.5000,1362.0000,0.1465,1.0011,0.1759,1.2059,5.9238,1.6197,45.6888,1.0651,0.9120,-7.0000,-1.0991,1.0000,1.0000
10.5000,2.5000,1693.0000,0.1443,0.6359,0.1748,0.7661,6.8123,2.1947,44.8769,1.0752,1.0300,-4.0000,-0.2855,-1.0000,1.0000
10.5000,3.5000,1688.0000,0.1272,0.6940,0.1563,0.8018,6.6224,2.5353,41.4232,1.0734,0.8710,-7.0000,-0.2473,-1.0000,1.0000
10.5000,4.5000,1327.0000,0.1191,0.3294,0.1496,0.3780,6.4529,2.7770,41.8213,1.0765,0.9570,-7.0000,-0.4217,1.0000,1.0000
10.5000,5.5000,476.0000,0.1123,0.3588,0.1499,0.4065,4.7007,2.9045,37.6430,1.0667,0.8240,-8.0000,-1.7255,1.0000,1.0000
10.5000,6.5000,163.0000,0.0920,0.1472,0.1326,0.1614,7.5939,2.9691,31.9682,1.0484,0.8010,-8.0000,-2.4327,2.0000,1.0000
10.5000,7.5000,43.0000,0.0958,0.1873,0.1482,0.1987,6.5402,6.5211,30.9965,1.0582,0.7690,-1.0000,-2.5664,1.0000,1.0000
10.5000,8.5000,12.0000,0.1113,0.0000,0.1794,0.0000,6.8500,10.0147,32.3416,1.0381,0.0000,-7.0000,0.9218,0.0000,1.0000
10.5000,9.5000,31.0000,0.0485,0.0000,0.0866,0.0000,2.7064,9.3145,22.6524,1.1135,0.0000,-12.0000,0.0000,0.0000,1.0000
10.5000,10.5000,33.0000,0.0567,0.0000,0.0830,0.0000,2.9416,7.4465,22.1279,1.1123,0.0000,-13.0000,0.0000,0.0000,1.0000
10.5000,11.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10.5000,12.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10.5000,13.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10.5000,14.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10.5000,15.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10.5000,16.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10.5000,17.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10.5000,18.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10.5000,19.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10.5000,20.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9.5000,-19.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9.5000,-18.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9.5000,-17.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9.5000,-16.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9.5000,-15.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9.5000,-14.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9.5000,-13.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9.5000,-12.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9.5000,-11.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9.5000,-10.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9.5000,-9.5000,10.0000,0.1214,0.0000,0.1512,0.0000,3.4159,8.5156,29.3336,1.0188,0.0000,-7.0000,0.0000,0.0000,1.0000
9.5000,-8.5000,14.0000,0.1109,0.4227,0.1860,0.4419,3.2410,13.0845,26.4862,1.0184,0.4290,-7.0000,-2.6964,0.0000,1.0000
9.5000,-7.5000,215.0000,0.1694,1.1832,0.1923,0.7288,1.9309,5.1792,40.2139,1.1051,1.0370,-12.0000,2.2364,-1.0000,1.0000
9.5000,-6.5000,1052.0000,0.1717,1.4386,0.1825,1.6072,3.3094,2.0600,40.8477,1.0846,0.8640,-10.0000,-0.2582,1.0000,1.0000
9.5000,-5.5000,1954.0000,0.1827,1.0201,0.2075,1.0418,4.9428,3.3253,43.3911,1.0720,0.8860,-10.0000,-0.5682,1.0000,1.0000
9.5000,-4.5000,1597.0000,0.1946,0.7198,0.2225,0.8731,5.7936,3.2712,47.4016,1.0726,0.9220,-9.0000,-0.7536,1.0000,1.0000
9.5000,-3.5000,983.0000,0.1950,0.6798,0.2384,0.8737,5.5386,3.8799,49.6202,1.0645,1.0680,-5.0000,-1.2900,-1.0000,1.0000
9.5000,-2.5000,1234.0000,0.1930,0.7421,0.2310,0.8692,6.3539,2.2339,54.1786,1.0601,0.9980,-7.0000,0.0218,1.0000,1.0000
9.5000,-1.5000,1618.0000,0.2004,0.7086,0.2395,0.9131,6.6572,1.5093,54.3734,1.0526,1.0730,-8.0000,-0.1536,1.0000,1.0000
9.5000,-0.5000,1490.0000,0.2041,0.6094,0.2391,0.6990,6.2505,0.8109,55.1654,1.0586,1.2510,-6.0000,-0.5854,1.0000,1.0000
9.5000,0.5000,1663.0000,0.1893,0.5110,0.2536,0.6462,10.4668,1.1830,53.4169,1.0492,1.1440,-5.0000,-1.2373,1.0000,1.0000
9.5000,1.5000,1576.0000,0.1767,0.7102,0.2272,0.8999,10.3948,2.1454,50.2740,1.0543,1.0480,-5.0000,-0.6255,-1.0000,1.0000
9.5000,2.5000,1448.0000,0.1793,0.8492,0.2366,0.9730,9.9207,3.1208,47.7503,1.0514,0.9430,-7.0000,-0.2236,1.0000,1.0000
9.5000,3.5000,1608.0000,0.1728,0.6744,0.2266,0.8730,9.8794,3.8553,44.7139,1.0556,1.0540,-7.0000,-0.2364,-1.0000,1.0000
9.5000,4.5000,1369.0000,0.1558,0.2736,0.2106,0.3613,8.9738,5.3593,43.6303,1.0527,1.1430,-8.0000,-1.0882,1.0000,1.0000
9.5000,5.5000,1897.0000,0.1371,0.6363,0.1798,0.8008,8.0782,3.0791,40.7375,1.0687,1.1190,-6.0000,-0.8809,-1.0000,1.0000
9.5000,6.5000,1308.0000,0.1403,0.5577,0.1773,0.7186,7.0598,4.1951,39.2022,1.0625,1.0620,-7.0000,-1.3482,-1.0000,1.0000
9.5000,7.5000,143.0000,0.1178,0.4379,0.1617,0.4536,6.4996,5.3143,34.0902,1.0500,0.8920,-8.0000,-1.0791,1.0000,1.0000
9.5000,8.5000,101.0000,0.1086,0.3098,0.1479,0.3954,6.8921,5.4789,32.9618,1.0530,0.9580,-9.0000,-1.0208,1.0000,1.0000
9.5000,9.5000,128.0000,0.0920,0.1068,0.1072,0.1141,5.4563,1.6643,25.6782,1.1020,0.4920,-19.0000,-1.4400,-1.0000,1.0000
9.5000,10.5000,90.0000,0.0700,0.0666,0.0906,0.0761,5.1392,4.0083,20.5786,1.0760,0.5250,-20.0000,-0.9383,0.0000,1.0000
9.5000,11.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9.5000,12.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9.5000,13.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9.5000,14.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9.5000,15.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9.5000,16.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9.5000,17.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9.5000,18.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9.5000,19.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9.5000,20.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8.5000,-19.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8.5000,-18.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8.5000,-17.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8.5000,-16.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8.5000,-15.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8.5000,-14.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8.5000,-13.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8.5000,-12.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8.5000,-11.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8.5000,-10.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8.5000,-9.5000,59.0000,0.1145,0.8163,0.1827,1.1996,2.4700,10.8867,30.9131,1.0388,0.8690,-8.0000,0.2027,-1.0000,1.0000
8.5000,-8.5000,96.0000,0.2102,0.9923,0.2195,0.9265,2.0221,2.4363,40.7732,1.0908,0.8710,-4.0000,-0.7136,2.0000,1.0000
8.5000,-7.5000,1410.0000,0.1889,1.0126,0.2191,1.1155,3.7120,4.8671,39.2492,1.0950,1.0270,-9.0000,0.9273,-1.0000,1.0000
8.5000,-6.5000,831.0000,0.2004,1.0018,0.2289,1.0799,4.1333,4.2383,42.9661,1.0750,1.0100,-7.0000,-0.7308,1.0000,1.0000
8.5000,-5.5000,983.0000,0.2275,0.7969,0.2522,0.8982,4.7647,5.1012,48.3730,1.0639,1.0130,-6.0000,-0.7846,1.0000,1.0000
8.5000,-4.5000,615.0000,0.2266,0.4118,0.2818,0.5920,7.7359,4.5735,50.1839,1.0629,1.1650,-7.0000,-1.0792,1.0000,1.0000
8.5000,-3.5000,1278.0000,0.2448,0.5130,0.2844,0.6517,6.2381,4.6326,57.8037,1.0582,1.0470,-4.0000,-1.1964,1.0000,1.0000
8.5000,-2.5000,1277.0000,0.2701,0.4097,0.3202,0.4987,7.1099,3.0168,60.0929,1.0429,1.0050,-7.0000,0.0464,-1.0000,1.0000
8.5000,-1.5000,982.0000,0.2617,0.5515,0.3129,0.5991,8.2041,1.9235,62.5961,1.0458,1.0300,-5.0000,-1.0654,-1.0000,1.0000
8.5000,-0.5000,1141.0000,0.2485,0.4839,0.3053,0.5550,9.5290,0.8159,60.8981,1.0349,1.0150,-5.0000,-0.6964,1.0000,1.0000
8.5000,0.5000,992.0000,0.2639,0.4444,0.3446,0.5731,13.0727,0.9625,59.3297,1.0385,1.1720,-6.0000,-0.0100,-1.0000,1.0000
8.5000,1.5000,1118.0000,0.2549,0.3979,0.3478,0.5411,12.7364,3.0364,56.3641,1.0377,1.1010,-7.0000,-0.4664,-1.0000,1.0000
8.5000,2.5000,1262.0000,0.2277,0.5162,0.3181,0.7355,13.1544,4.1097,51.9981,1.0367,0.9840,-6.0000,0.1473,-1.0000,1.0000
8.5000,3.5000,1318.0000,0.2222,0.5901,0.3292,0.8408,14.2507,5.4515,50.1823,1.0327,1.1640,-6.0000,-0.6344,1.0000,1.0000
8.5000,4.5000,1480.0000,0.2032,0.5406,0.2985,0.7122,13.7865,5.9466,45.5468,1.0376,1.0660,-7.0000,-0.3836,1.0000,1.0000
8.5000,5.5000,1639.0000,0.1799,0.5599,0.2692,0.7897,11.7976,7.5659,44.4309,1.0411,1.1600,-6.0000,-0.7282,1.0000,1.0000
8.5000,6.5000,1914.0000,0.1634,0.5983,0.2297,0.8426,9.6748,6.4656,40.4349,1.0523,1.2050,-4.0000,-0.3027,-1.0000,1.0000
8.5000,7.5000,1631.0000,0.1484,0.5420,0.1997,0.6355,6.9911,4.7768,38.5328,1.0702,1.1280,-8.0000,-0.8645,1.0000,1.0000
8.5000,8.5000,506.0000,0.1372,0.4187,0.1998,0.5347,7.1251,8.0629,35.4036,1.0648,1.0920,-7.0000,-1.1164,-1.0000,1.0000
8.5000,9.5000,232.0000,0.1219,0.2963,0.1355,0.3086,5.6723,1.0919,25.1583,1.0906,0.4750,-6.0000,-1.9125,-1.0000,1.0000
8.5000,10.5000,79.0000,0.0859,0.3414,0.0992,0.3282,5.4055,1.6698,24.7979,1.1027,0.5230,-9.0000,-1.4983,-1.0000,1.0000
8.5000,11.5000,65.0000,0.0596,0.1208,0.0935,0.1528,6.8196,6.9102,21.4043,1.0501,0.3760,-19.0000,-0.7809,0.0000,1.0000
8.5000,12.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8.5000,13.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8.5000,14.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8.5000,15.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8.5000,16.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8.5000,17.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8.5000,18.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8.5000,19.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8.5000,20.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7.5000,-19.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
